id_vente,adherent_id,personne_physique,montant,code_mp,produit,produit_ref,secteur,code_ant,annee,month,jour,mois,moy_paiment,aita_antenne,antenne,date,trimestre,année_mois
8431,13605,PP,50,1,Attestation Professionnelle,AP-TNG-0149-s-0609-2023,Service,TANGER,2023,9,18,septembre,Espèce,TNG,TANGER,2023-09-18,3,2023-09-30 00:00:00
7105,172,PM,1000,1,Certificat d'origine,CO-TNG-0252-i-0679-2023,Industrie,TANGER,2023,9,18,septembre,Espèce,TNG,TANGER,2023-09-18,3,2023-09-30 00:00:00
8427,13600,PP,100,1,Carte de Commerce,CA-TNG-0470-c-0783-2023,Commerce,TANGER,2023,9,18,septembre,Espèce,TNG,TANGER,2023-09-18,3,2023-09-30 00:00:00
8428,13600,PP,50,1,Attestation Professionnelle,AP-TNG-0417-c-0605-2023,Commerce,TANGER,2023,9,18,septembre,Espèce,TNG,TANGER,2023-09-18,3,2023-09-30 00:00:00
8429,13601,PM,100,1,Attestation Professionnelle,AP-TNG-0418-c-0606-2023,Commerce,TANGER,2023,9,18,septembre,Espèce,TNG,TANGER,2023-09-18,3,2023-09-30 00:00:00
8430,13601,PM,200,1,Carte de Commerce,CA-TNG-0471-c-0784-2023,Commerce,TANGER,2023,9,18,septembre,Espèce,TNG,TANGER,2023-09-18,3,2023-09-30 00:00:00
8432,13605,PP,100,1,Carte de Commerce,CA-TNG-0249-s-0788-2023,Service,TANGER,2023,9,18,septembre,Espèce,TNG,TANGER,2023-09-18,3,2023-09-30 00:00:00
8433,13607,PM,200,1,Carte de Commerce,CA-TNG-0250-s-0789-2023,Service,TANGER,2023,9,18,septembre,Espèce,TNG,TANGER,2023-09-18,3,2023-09-30 00:00:00
8434,13607,PM,200,1,Carte de Commerce,CA-TNG-0251-s-0790-2023,Service,TANGER,2023,9,18,septembre,Espèce,TNG,TANGER,2023-09-18,3,2023-09-30 00:00:00
9865,13495,PM,100,3,Attestation Professionnelle,AP-TNG-0147-s-0607-2023,Service,TANGER,2023,9,18,septembre,TPE,TNG,TANGER,2023-09-18,3,2023-09-30 00:00:00
9866,13495,PM,200,3,Carte de Commerce,CA-TNG-0247-s-0785-2023,Service,TANGER,2023,9,18,septembre,TPE,TNG,TANGER,2023-09-18,3,2023-09-30 00:00:00
9867,13603,PM,200,3,Carte de Commerce,CA-TNG-0472-c-0786-2023,Commerce,TANGER,2023,9,18,septembre,TPE,TNG,TANGER,2023-09-18,3,2023-09-30 00:00:00
11095,12675,PP,50,1,Attestation Professionnelle,AP--0107-c-0135-2023,Commerce,LARACHE,2023,9,18,septembre,Espèce,LA,LARACHE,2023-09-18,3,2023-09-30 00:00:00
6577,193,PM,824,1,Certificat d'origine,CO-TNG-0366-s-0680-2023,Service,TANGER,2023,9,18,septembre,Espèce,TNG,TANGER,2023-09-18,3,2023-09-30 00:00:00
5250,9367,PP,50,1,Attestation Professionnelle,AP-TET-0113-s-0372-2023,Service,TETOUAN,2023,9,18,septembre,Espèce,TET,TETOUAN,2023-09-18,3,2023-09-30 00:00:00
7104,172,PM,1000,1,Certificat d'origine,CO-TNG-0251-i-0678-2023,Industrie,TANGER,2023,9,18,septembre,Espèce,TNG,TANGER,2023-09-18,3,2023-09-30 00:00:00
3061,5470,PP,100,1,Carte de Commerce,CA-AHU-0609-c-0918-2023,Commerce,AL HOCEIMA,2023,9,18,septembre,Espèce,AHU,AL HOCEIMA,2023-09-18,3,2023-09-30 00:00:00
1665,2384,PP,50,1,Attestation Professionnelle,AP-AHU-0948-c-1418-2023,Commerce,AL HOCEIMA,2023,9,18,septembre,Espèce,AHU,AL HOCEIMA,2023-09-18,3,2023-09-30 00:00:00
1762,10613,PP,100,1,Carte de Commerce,CA-AHU-0608-c-0917-2023,Commerce,AL HOCEIMA,2023,9,18,septembre,Espèce,AHU,AL HOCEIMA,2023-09-18,3,2023-09-30 00:00:00
1763,10613,PP,50,1,Attestation Professionnelle,AP-AHU-0951-c-1423-2023,Commerce,AL HOCEIMA,2023,9,18,septembre,Espèce,AHU,AL HOCEIMA,2023-09-18,3,2023-09-30 00:00:00
2772,1565,PP,50,1,Attestation Professionnelle,AP-AHU-0064-i-1422-2023,Industrie,AL HOCEIMA,2023,9,18,septembre,Espèce,AHU,AL HOCEIMA,2023-09-18,3,2023-09-30 00:00:00
3050,10150,PP,100,1,Carte de Commerce,CA-AHU-0042-i-0912-2023,Industrie,AL HOCEIMA,2023,9,18,septembre,Espèce,AHU,AL HOCEIMA,2023-09-18,3,2023-09-30 00:00:00
3062,5470,PP,50,1,Attestation Professionnelle,AP-AHU-0952-c-1424-2023,Commerce,AL HOCEIMA,2023,9,18,septembre,Espèce,AHU,AL HOCEIMA,2023-09-18,3,2023-09-30 00:00:00
3052,13602,PM,200,1,Carte de Commerce,CA-AHU-0267-s-0913-2023,Service,AL HOCEIMA,2023,9,18,septembre,Espèce,AHU,AL HOCEIMA,2023-09-18,3,2023-09-30 00:00:00
3051,10150,PP,50,1,Attestation Professionnelle,AP-AHU-0063-i-1417-2023,Industrie,AL HOCEIMA,2023,9,18,septembre,Espèce,AHU,AL HOCEIMA,2023-09-18,3,2023-09-30 00:00:00
3054,1675,PP,100,1,Carte de Commerce,CA-AHU-0605-c-0914-2023,Commerce,AL HOCEIMA,2023,9,18,septembre,Espèce,AHU,AL HOCEIMA,2023-09-18,3,2023-09-30 00:00:00
3055,13606,PP,100,1,Carte de Commerce,CA-AHU-0606-c-0915-2023,Commerce,AL HOCEIMA,2023,9,18,septembre,Espèce,AHU,AL HOCEIMA,2023-09-18,3,2023-09-30 00:00:00
3056,13606,PP,50,1,Attestation Professionnelle,AP-AHU-0949-c-1420-2023,Commerce,AL HOCEIMA,2023,9,18,septembre,Espèce,AHU,AL HOCEIMA,2023-09-18,3,2023-09-30 00:00:00
3059,6782,PP,100,1,Carte de Commerce,CA-AHU-0607-c-0916-2023,Commerce,AL HOCEIMA,2023,9,18,septembre,Espèce,AHU,AL HOCEIMA,2023-09-18,3,2023-09-30 00:00:00
3060,6782,PP,50,1,Attestation Professionnelle,AP-AHU-0950-c-1421-2023,Commerce,AL HOCEIMA,2023,9,18,septembre,Espèce,AHU,AL HOCEIMA,2023-09-18,3,2023-09-30 00:00:00
3053,13602,PM,100,1,Attestation Professionnelle,AP-AHU-0407-s-1419-2023,Service,AL HOCEIMA,2023,9,18,septembre,Espèce,AHU,AL HOCEIMA,2023-09-18,3,2023-09-30 00:00:00
8436,13608,PP,100,1,Carte de Commerce,CA-TNG-0474-c-0792-2023,Commerce,TANGER,2023,9,19,septembre,Espèce,TNG,TANGER,2023-09-19,3,2023-09-30 00:00:00
8437,13345,PP,50,1,Attestation Professionnelle,AP-TNG-0420-c-0612-2023,Commerce,TANGER,2023,9,19,septembre,Espèce,TNG,TANGER,2023-09-19,3,2023-09-30 00:00:00
8438,13345,PP,100,1,Carte de Commerce,CA-TNG-0475-c-0794-2023,Commerce,TANGER,2023,9,19,septembre,Espèce,TNG,TANGER,2023-09-19,3,2023-09-30 00:00:00
9546,12529,PM,1000,3,Certificat d'origine,CO-TNG-0051-c-0682-2023,Commerce,TANGER,2023,9,19,septembre,TPE,TNG,TANGER,2023-09-19,3,2023-09-30 00:00:00
9547,12529,PM,696,3,Certificat d'origine,CO-TNG-0052-c-0683-2023,Commerce,TANGER,2023,9,19,septembre,TPE,TNG,TANGER,2023-09-19,3,2023-09-30 00:00:00
9548,12529,PM,630,3,Certificat d'origine,CO-TNG-0053-c-0684-2023,Commerce,TANGER,2023,9,19,septembre,TPE,TNG,TANGER,2023-09-19,3,2023-09-30 00:00:00
9549,12529,PM,1000,3,Certificat d'origine,CO-TNG-0054-c-0685-2023,Commerce,TANGER,2023,9,19,septembre,TPE,TNG,TANGER,2023-09-19,3,2023-09-30 00:00:00
5017,339,PM,765,1,Certificat d'origine,Inconnu,Industrie,TETOUAN,2023,9,19,septembre,Espèce,TET,TETOUAN,2023-09-19,3,2023-09-30 00:00:00
9869,13609,PM,200,3,Carte de Commerce,CA-TNG-0068-i-0793-2023,Industrie,TANGER,2023,9,19,septembre,TPE,TNG,TANGER,2023-09-19,3,2023-09-30 00:00:00
9872,13613,PP,50,3,Attestation Professionnelle,AP-TNG-0150-s-0613-2023,Service,TANGER,2023,9,19,septembre,TPE,TNG,TANGER,2023-09-19,3,2023-09-30 00:00:00
9873,13613,PP,100,3,Carte de Commerce,CA-TNG-0252-s-0795-2023,Service,TANGER,2023,9,19,septembre,TPE,TNG,TANGER,2023-09-19,3,2023-09-30 00:00:00
11293,6838,PP,50,1,Attestation Professionnelle,AP--0108-c-0136-2023,Commerce,LARACHE,2023,9,19,septembre,Espèce,LA,LARACHE,2023-09-19,3,2023-09-30 00:00:00
11294,6838,PP,100,1,Carte de Commerce,CA--0113-c-0139-2023,Commerce,LARACHE,2023,9,19,septembre,Espèce,LA,LARACHE,2023-09-19,3,2023-09-30 00:00:00
11296,6966,PP,50,1,Attestation Professionnelle,AP--0109-c-0137-2023,Commerce,LARACHE,2023,9,19,septembre,Espèce,LA,LARACHE,2023-09-19,3,2023-09-30 00:00:00
11297,13610,PP,100,1,Carte de Commerce,CA--0114-c-0140-2023,Commerce,LARACHE,2023,9,19,septembre,Espèce,LA,LARACHE,2023-09-19,3,2023-09-30 00:00:00
8435,13608,PP,50,1,Attestation Professionnelle,AP-TNG-0419-c-0610-2023,Commerce,TANGER,2023,9,19,septembre,Espèce,TNG,TANGER,2023-09-19,3,2023-09-30 00:00:00
9868,13609,PM,100,3,Attestation Professionnelle,AP-TNG-0042-i-0611-2023,Industrie,TANGER,2023,9,19,septembre,TPE,TNG,TANGER,2023-09-19,3,2023-09-30 00:00:00
7110,172,PM,100,1,Légalisation,VI-TNG-2690-i-4908-2023,Industrie,TANGER,2023,9,19,septembre,Espèce,TNG,TANGER,2023-09-19,3,2023-09-30 00:00:00
3065,2304,PP,50,1,Attestation Professionnelle,AP-AHU-0954-c-1427-2023,Commerce,AL HOCEIMA,2023,9,19,septembre,Espèce,AHU,AL HOCEIMA,2023-09-19,3,2023-09-30 00:00:00
7108,172,PM,100,1,Légalisation,VI-TNG-2688-i-4906-2023,Industrie,TANGER,2023,9,19,septembre,Espèce,TNG,TANGER,2023-09-19,3,2023-09-30 00:00:00
134,10871,PP,50,1,Attestation Professionnelle,AP-AHU-0409-s-1428-2023,Service,AL HOCEIMA,2023,9,19,septembre,Espèce,AHU,AL HOCEIMA,2023-09-19,3,2023-09-30 00:00:00
837,823,PP,50,1,Attestation Professionnelle,AP-AHU-0953-c-1426-2023,Commerce,AL HOCEIMA,2023,9,19,septembre,Espèce,AHU,AL HOCEIMA,2023-09-19,3,2023-09-30 00:00:00
1153,3685,PP,50,1,Attestation Professionnelle,AP-AHU-0956-c-1430-2023,Commerce,AL HOCEIMA,2023,9,19,septembre,Espèce,AHU,AL HOCEIMA,2023-09-19,3,2023-09-30 00:00:00
1515,1157,PM,100,1,Attestation Professionnelle,AP-AHU-0408-s-1425-2023,Service,AL HOCEIMA,2023,9,19,septembre,Espèce,AHU,AL HOCEIMA,2023-09-19,3,2023-09-30 00:00:00
7109,172,PM,100,1,Légalisation,VI-TNG-2689-i-4907-2023,Industrie,TANGER,2023,9,19,septembre,Espèce,TNG,TANGER,2023-09-19,3,2023-09-30 00:00:00
3067,3758,PP,100,1,Carte de Commerce,CA-AHU-0043-i-0920-2023,Industrie,AL HOCEIMA,2023,9,19,septembre,Espèce,AHU,AL HOCEIMA,2023-09-19,3,2023-09-30 00:00:00
3069,13614,PP,100,1,Carte de Commerce,CA-AHU-0611-c-0921-2023,Commerce,AL HOCEIMA,2023,9,19,septembre,Espèce,AHU,AL HOCEIMA,2023-09-19,3,2023-09-30 00:00:00
3064,2304,PP,100,1,Carte de Commerce,CA-AHU-0610-c-0919-2023,Commerce,AL HOCEIMA,2023,9,19,septembre,Espèce,AHU,AL HOCEIMA,2023-09-19,3,2023-09-30 00:00:00
5016,339,PM,1000,1,Certificat d'origine,Inconnu,Industrie,TETOUAN,2023,9,19,septembre,Espèce,TET,TETOUAN,2023-09-19,3,2023-09-30 00:00:00
5576,13612,PP,50,1,Attestation Professionnelle,AP-TET-0243-c-0373-2023,Commerce,TETOUAN,2023,9,19,septembre,Espèce,TET,TETOUAN,2023-09-19,3,2023-09-30 00:00:00
5577,13612,PP,100,1,Carte de Commerce,CA-TET-0238-c-0352-2023,Commerce,TETOUAN,2023,9,19,septembre,Espèce,TET,TETOUAN,2023-09-19,3,2023-09-30 00:00:00
5578,11993,PM,100,1,Attestation Professionnelle,AP-TET-0244-c-0374-2023,Commerce,TETOUAN,2023,9,19,septembre,Espèce,TET,TETOUAN,2023-09-19,3,2023-09-30 00:00:00
6578,193,PM,944,1,Certificat d'origine,CO-TNG-0367-s-0681-2023,Service,TANGER,2023,9,19,septembre,Espèce,TNG,TANGER,2023-09-19,3,2023-09-30 00:00:00
7106,172,PM,100,1,Légalisation,VI-TNG-2686-i-4904-2023,Industrie,TANGER,2023,9,19,septembre,Espèce,TNG,TANGER,2023-09-19,3,2023-09-30 00:00:00
7107,172,PM,100,1,Légalisation,VI-TNG-2687-i-4905-2023,Industrie,TANGER,2023,9,19,septembre,Espèce,TNG,TANGER,2023-09-19,3,2023-09-30 00:00:00
3070,13614,PP,50,1,Attestation Professionnelle,AP-AHU-0955-c-1429-2023,Commerce,AL HOCEIMA,2023,9,19,septembre,Espèce,AHU,AL HOCEIMA,2023-09-19,3,2023-09-30 00:00:00
7111,172,PM,1000,1,Certificat d'origine,CO-TNG-0253-i-0690-2023,Industrie,TANGER,2023,9,20,septembre,Espèce,TNG,TANGER,2023-09-20,3,2023-09-30 00:00:00
5580,13615,PM,100,1,Attestation Professionnelle,AP-TET-0114-s-0375-2023,Service,TETOUAN,2023,9,20,septembre,Espèce,TET,TETOUAN,2023-09-20,3,2023-09-30 00:00:00
5581,13623,PP,100,1,Carte de Commerce,CA-TET-0239-c-0354-2023,Commerce,TETOUAN,2023,9,20,septembre,Espèce,TET,TETOUAN,2023-09-20,3,2023-09-30 00:00:00
6579,193,PM,400,1,Certificat d'origine,CO-TNG-0368-s-0686-2023,Service,TANGER,2023,9,20,septembre,Espèce,TNG,TANGER,2023-09-20,3,2023-09-30 00:00:00
6580,193,PM,400,1,Certificat d'origine,CO-TNG-0369-s-0687-2023,Service,TANGER,2023,9,20,septembre,Espèce,TNG,TANGER,2023-09-20,3,2023-09-30 00:00:00
6581,193,PM,400,1,Certificat d'origine,CO-TNG-0370-s-0688-2023,Service,TANGER,2023,9,20,septembre,Espèce,TNG,TANGER,2023-09-20,3,2023-09-30 00:00:00
6582,193,PM,400,1,Certificat d'origine,CO-TNG-0371-s-0689-2023,Service,TANGER,2023,9,20,septembre,Espèce,TNG,TANGER,2023-09-20,3,2023-09-30 00:00:00
7112,172,PM,100,1,Légalisation,VI-TNG-2691-i-4909-2023,Industrie,TANGER,2023,9,20,septembre,Espèce,TNG,TANGER,2023-09-20,3,2023-09-30 00:00:00
5579,13615,PM,200,1,Carte de Commerce,CA-TET-0099-s-0353-2023,Service,TETOUAN,2023,9,20,septembre,Espèce,TET,TETOUAN,2023-09-20,3,2023-09-30 00:00:00
8439,10726,PP,100,1,Carte de Commerce,CA-TNG-0477-c-0797-2023,Commerce,TANGER,2023,9,20,septembre,Espèce,TNG,TANGER,2023-09-20,3,2023-09-30 00:00:00
11286,13554,PP,100,1,Carte de Commerce,CA--0118-c-0144-2023,Commerce,LARACHE,2023,9,20,septembre,Espèce,LA,LARACHE,2023-09-20,3,2023-09-30 00:00:00
11298,13617,PP,50,1,Attestation Professionnelle,AP--0111-c-0139-2023,Commerce,LARACHE,2023,9,20,septembre,Espèce,LA,LARACHE,2023-09-20,3,2023-09-30 00:00:00
11299,13617,PP,100,1,Carte de Commerce,CA--0115-c-0141-2023,Commerce,LARACHE,2023,9,20,septembre,Espèce,LA,LARACHE,2023-09-20,3,2023-09-30 00:00:00
11300,13618,PP,50,1,Attestation Professionnelle,AP--0112-c-0140-2023,Commerce,LARACHE,2023,9,20,septembre,Espèce,LA,LARACHE,2023-09-20,3,2023-09-30 00:00:00
11301,13618,PP,100,1,Carte de Commerce,CA--0116-c-0142-2023,Commerce,LARACHE,2023,9,20,septembre,Espèce,LA,LARACHE,2023-09-20,3,2023-09-30 00:00:00
11302,13619,PP,50,1,Attestation Professionnelle,AP--0113-c-0141-2023,Commerce,LARACHE,2023,9,20,septembre,Espèce,LA,LARACHE,2023-09-20,3,2023-09-30 00:00:00
11303,13619,PP,100,1,Carte de Commerce,CA--0117-c-0143-2023,Commerce,LARACHE,2023,9,20,septembre,Espèce,LA,LARACHE,2023-09-20,3,2023-09-30 00:00:00
7564,11265,PP,100,1,Carte de Commerce,CA-TNG-0476-c-0796-2023,Commerce,TANGER,2023,9,20,septembre,Espèce,TNG,TANGER,2023-09-20,3,2023-09-30 00:00:00
5308,9528,PM,100,1,Attestation Professionnelle,AP-TET-0115-s-0376-2023,Service,TETOUAN,2023,9,20,septembre,Espèce,TET,TETOUAN,2023-09-20,3,2023-09-30 00:00:00
3085,1726,PP,50,1,Attestation Professionnelle,AP-AHU-0412-s-1440-2023,Service,AL HOCEIMA,2023,9,20,septembre,Espèce,AHU,AL HOCEIMA,2023-09-20,3,2023-09-30 00:00:00
3071,13616,PP,100,1,Carte de Commerce,CA-AHU-0612-c-0922-2023,Commerce,AL HOCEIMA,2023,9,20,septembre,Espèce,AHU,AL HOCEIMA,2023-09-20,3,2023-09-30 00:00:00
3086,1998,PP,50,1,Attestation Professionnelle,AP-AHU-0964-c-1441-2023,Commerce,AL HOCEIMA,2023,9,20,septembre,Espèce,AHU,AL HOCEIMA,2023-09-20,3,2023-09-30 00:00:00
1715,1466,PP,50,1,Attestation Professionnelle,AP-AHU-0961-c-1435-2023,Commerce,AL HOCEIMA,2023,9,20,septembre,Espèce,AHU,AL HOCEIMA,2023-09-20,3,2023-09-30 00:00:00
2201,13117,PP,50,1,Attestation Professionnelle,AP-AHU-0958-c-1432-2023,Commerce,AL HOCEIMA,2023,9,20,septembre,Espèce,AHU,AL HOCEIMA,2023-09-20,3,2023-09-30 00:00:00
2804,5925,PP,100,1,Carte de Commerce,CA-AHU-0614-c-0924-2023,Commerce,AL HOCEIMA,2023,9,20,septembre,Espèce,AHU,AL HOCEIMA,2023-09-20,3,2023-09-30 00:00:00
2805,5925,PP,50,1,Attestation Professionnelle,AP-AHU-0960-c-1434-2023,Commerce,AL HOCEIMA,2023,9,20,septembre,Espèce,AHU,AL HOCEIMA,2023-09-20,3,2023-09-30 00:00:00
3072,13616,PP,50,1,Attestation Professionnelle,AP-AHU-0957-c-1431-2023,Commerce,AL HOCEIMA,2023,9,20,septembre,Espèce,AHU,AL HOCEIMA,2023-09-20,3,2023-09-30 00:00:00
3074,10289,PP,100,1,Carte de Commerce,CA-AHU-0613-c-0923-2023,Commerce,AL HOCEIMA,2023,9,20,septembre,Espèce,AHU,AL HOCEIMA,2023-09-20,3,2023-09-30 00:00:00
3076,13621,PP,100,1,Carte de Commerce,CA-AHU-0268-s-0925-2023,Service,AL HOCEIMA,2023,9,20,septembre,Espèce,AHU,AL HOCEIMA,2023-09-20,3,2023-09-30 00:00:00
3075,10289,PP,50,1,Attestation Professionnelle,AP-AHU-0959-c-1433-2023,Commerce,AL HOCEIMA,2023,9,20,septembre,Espèce,AHU,AL HOCEIMA,2023-09-20,3,2023-09-30 00:00:00
3078,4562,PP,100,1,Carte de Commerce,CA-AHU-0615-c-0926-2023,Commerce,AL HOCEIMA,2023,9,20,septembre,Espèce,AHU,AL HOCEIMA,2023-09-20,3,2023-09-30 00:00:00
3079,4562,PP,50,1,Attestation Professionnelle,AP-AHU-0962-c-1437-2023,Commerce,AL HOCEIMA,2023,9,20,septembre,Espèce,AHU,AL HOCEIMA,2023-09-20,3,2023-09-30 00:00:00
3080,13622,PP,100,1,Carte de Commerce,CA-AHU-0616-c-0927-2023,Commerce,AL HOCEIMA,2023,9,20,septembre,Espèce,AHU,AL HOCEIMA,2023-09-20,3,2023-09-30 00:00:00
3081,13622,PP,50,1,Attestation Professionnelle,AP-AHU-0963-c-1438-2023,Commerce,AL HOCEIMA,2023,9,20,septembre,Espèce,AHU,AL HOCEIMA,2023-09-20,3,2023-09-30 00:00:00
3082,13620,PP,50,1,Attestation Professionnelle,AP-AHU-0411-s-1439-2023,Service,AL HOCEIMA,2023,9,20,septembre,Espèce,AHU,AL HOCEIMA,2023-09-20,3,2023-09-30 00:00:00
3083,13620,PP,100,1,Carte de Commerce,CA-AHU-0269-s-0928-2023,Service,AL HOCEIMA,2023,9,20,septembre,Espèce,AHU,AL HOCEIMA,2023-09-20,3,2023-09-30 00:00:00
3084,1726,PP,100,1,Carte de Commerce,CA-AHU-0270-s-0929-2023,Service,AL HOCEIMA,2023,9,20,septembre,Espèce,AHU,AL HOCEIMA,2023-09-20,3,2023-09-30 00:00:00
3077,13621,PP,50,1,Attestation Professionnelle,AP-AHU-0410-s-1436-2023,Service,AL HOCEIMA,2023,9,20,septembre,Espèce,AHU,AL HOCEIMA,2023-09-20,3,2023-09-30 00:00:00
8445,13625,PP,100,1,Carte de Commerce,CA-TNG-0253-s-0801-2023,Service,TANGER,2023,9,21,septembre,Espèce,TNG,TANGER,2023-09-21,3,2023-09-30 00:00:00
8446,13627,PM,200,1,Carte de Commerce,CA-TNG-0254-s-0802-2023,Service,TANGER,2023,9,21,septembre,Espèce,TNG,TANGER,2023-09-21,3,2023-09-30 00:00:00
8444,13625,PP,50,1,Attestation Professionnelle,AP-TNG-0151-s-0616-2023,Service,TANGER,2023,9,21,septembre,Espèce,TNG,TANGER,2023-09-21,3,2023-09-30 00:00:00
8440,13624,PP,100,1,Carte de Commerce,CA-TNG-0478-c-0798-2023,Commerce,TANGER,2023,9,21,septembre,Espèce,TNG,TANGER,2023-09-21,3,2023-09-30 00:00:00
8442,11271,PP,50,1,Attestation Professionnelle,AP-TNG-0422-c-0615-2023,Commerce,TANGER,2023,9,21,septembre,Espèce,TNG,TANGER,2023-09-21,3,2023-09-30 00:00:00
8441,724,PP,100,1,Carte de Commerce,CA-TNG-0479-c-0799-2023,Commerce,TANGER,2023,9,21,septembre,Espèce,TNG,TANGER,2023-09-21,3,2023-09-30 00:00:00
8447,797,PP,100,1,Carte de Commerce,CA-TNG-0482-c-0804-2023,Commerce,TANGER,2023,9,21,septembre,Espèce,TNG,TANGER,2023-09-21,3,2023-09-30 00:00:00
8443,11271,PP,100,1,Carte de Commerce,CA-TNG-0480-c-0800-2023,Commerce,TANGER,2023,9,21,septembre,Espèce,TNG,TANGER,2023-09-21,3,2023-09-30 00:00:00
8448,13630,PP,100,1,Carte de Commerce,CA-TNG-0483-c-0805-2023,Commerce,TANGER,2023,9,21,septembre,Espèce,TNG,TANGER,2023-09-21,3,2023-09-30 00:00:00
11306,13628,PP,50,1,Attestation Professionnelle,AP--0114-c-0142-2023,Commerce,LARACHE,2023,9,21,septembre,Espèce,LA,LARACHE,2023-09-21,3,2023-09-30 00:00:00
9874,13629,PP,50,3,Attestation Professionnelle,AP-TNG-0423-c-0617-2023,Commerce,TANGER,2023,9,21,septembre,TPE,TNG,TANGER,2023-09-21,3,2023-09-30 00:00:00
9875,13629,PP,100,3,Carte de Commerce,CA-TNG-0481-c-0803-2023,Commerce,TANGER,2023,9,21,septembre,TPE,TNG,TANGER,2023-09-21,3,2023-09-30 00:00:00
9876,5940,PP,50,3,Attestation Professionnelle,AP-TNG-0424-c-0618-2023,Commerce,TANGER,2023,9,21,septembre,TPE,TNG,TANGER,2023-09-21,3,2023-09-30 00:00:00
9879,5232,PP,50,3,Attestation Professionnelle,AP-TNG-0425-c-0619-2023,Commerce,TANGER,2023,9,21,septembre,TPE,TNG,TANGER,2023-09-21,3,2023-09-30 00:00:00
9880,5232,PP,100,3,Carte de Commerce,CA-TNG-0485-c-0807-2023,Commerce,TANGER,2023,9,21,septembre,TPE,TNG,TANGER,2023-09-21,3,2023-09-30 00:00:00
10932,150,PM,400,2,Certificat d'origine,CO-TNG-0372-s-0691-2023,Service,TANGER,2023,9,21,septembre,Chèque,TNG,TANGER,2023-09-21,3,2023-09-30 00:00:00
10933,150,PM,911,2,Certificat d'origine,CO-TNG-0373-s-0692-2023,Service,TANGER,2023,9,21,septembre,Chèque,TNG,TANGER,2023-09-21,3,2023-09-30 00:00:00
11304,13626,PP,100,1,Carte de Commerce,CA--0119-c-0145-2023,Commerce,LARACHE,2023,9,21,septembre,Espèce,LA,LARACHE,2023-09-21,3,2023-09-30 00:00:00
8449,6612,PP,100,1,Carte de Commerce,CA-TNG-0484-c-0806-2023,Commerce,TANGER,2023,9,21,septembre,Espèce,TNG,TANGER,2023-09-21,3,2023-09-30 00:00:00
7565,11265,PP,50,1,Attestation Professionnelle,AP-TNG-0421-c-0614-2023,Commerce,TANGER,2023,9,21,septembre,Espèce,TNG,TANGER,2023-09-21,3,2023-09-30 00:00:00
7513,12529,PM,675,1,Certificat d'origine,CO-TNG-0058-c-0698-2023,Commerce,TANGER,2023,9,21,septembre,Espèce,TNG,TANGER,2023-09-21,3,2023-09-30 00:00:00
1290,12708,PP,50,1,Attestation Professionnelle,AP-AHU-0965-c-1442-2023,Commerce,AL HOCEIMA,2023,9,21,septembre,Espèce,AHU,AL HOCEIMA,2023-09-21,3,2023-09-30 00:00:00
7512,12529,PM,650,1,Certificat d'origine,CO-TNG-0057-c-0697-2023,Commerce,TANGER,2023,9,21,septembre,Espèce,TNG,TANGER,2023-09-21,3,2023-09-30 00:00:00
2456,8592,PP,50,1,Attestation Professionnelle,AP-AHU-0969-c-1447-2023,Commerce,AL HOCEIMA,2023,9,21,septembre,Espèce,AHU,AL HOCEIMA,2023-09-21,3,2023-09-30 00:00:00
3087,4630,PP,100,1,Carte de Commerce,CA-AHU-0617-c-0930-2023,Commerce,AL HOCEIMA,2023,9,21,septembre,Espèce,AHU,AL HOCEIMA,2023-09-21,3,2023-09-30 00:00:00
3088,4630,PP,50,1,Attestation Professionnelle,AP-AHU-0966-c-1443-2023,Commerce,AL HOCEIMA,2023,9,21,septembre,Espèce,AHU,AL HOCEIMA,2023-09-21,3,2023-09-30 00:00:00
3089,11901,PP,50,1,Attestation Professionnelle,AP-AHU-0967-c-1444-2023,Commerce,AL HOCEIMA,2023,9,21,septembre,Espèce,AHU,AL HOCEIMA,2023-09-21,3,2023-09-30 00:00:00
3090,6182,PP,100,1,Carte de Commerce,CA-AHU-0271-s-0931-2023,Service,AL HOCEIMA,2023,9,21,septembre,Espèce,AHU,AL HOCEIMA,2023-09-21,3,2023-09-30 00:00:00
3093,13631,PP,100,1,Carte de Commerce,CA-AHU-0618-c-0932-2023,Commerce,AL HOCEIMA,2023,9,21,septembre,Espèce,AHU,AL HOCEIMA,2023-09-21,3,2023-09-30 00:00:00
3094,13631,PP,50,1,Attestation Professionnelle,AP-AHU-0968-c-1446-2023,Commerce,AL HOCEIMA,2023,9,21,septembre,Espèce,AHU,AL HOCEIMA,2023-09-21,3,2023-09-30 00:00:00
3095,13632,PP,100,1,Carte de Commerce,CA-AHU-0619-c-0933-2023,Commerce,AL HOCEIMA,2023,9,21,septembre,Espèce,AHU,AL HOCEIMA,2023-09-21,3,2023-09-30 00:00:00
3091,6182,PP,50,1,Attestation Professionnelle,AP-AHU-0413-s-1445-2023,Service,AL HOCEIMA,2023,9,21,septembre,Espèce,AHU,AL HOCEIMA,2023-09-21,3,2023-09-30 00:00:00
4820,6977,PP,50,1,Attestation Professionnelle,AP-TET-0016-i-0377-2023,Industrie,TETOUAN,2023,9,21,septembre,Espèce,TET,TETOUAN,2023-09-21,3,2023-09-30 00:00:00
