id_vente,adherent_id,personne_physique,montant,code_mp,produit,produit_ref,secteur,code_ant,annee,month,jour,mois,moy_paiment,aita_antenne,antenne,date,trimestre,année_mois
1,1428,PP,100,1,Carte de Commerce,CA-AHU-0001-s-0001-2023,Service,AL HOCEIMA,2023,1,2,janvier,Espèce,AHU,AL HOCEIMA,2023-01-02,1,2023-01-31 00:00:00
51,1897,PP,50,1,Attestation Professionnelle,AP-AHU-0011-c-0016-2023,Commerce,AL HOCEIMA,2023,1,2,janvier,Espèce,AHU,AL HOCEIMA,2023-01-02,1,2023-01-31 00:00:00
4712,12278,PP,100,1,Carte de Commerce,CA-TET-0001-s-0001-2023,Service,TETOUAN,2023,1,2,janvier,Espèce,TET,TETOUAN,2023-01-02,1,2023-01-31 00:00:00
4713,12278,PP,50,1,Attestation Professionnelle,AP-TET-0001-s-0001-2023,Service,TETOUAN,2023,1,2,janvier,Espèce,TET,TETOUAN,2023-01-02,1,2023-01-31 00:00:00
4715,12279,PP,100,1,Carte de Commerce,CA-TET-0001-c-0002-2023,Commerce,TETOUAN,2023,1,2,janvier,Espèce,TET,TETOUAN,2023-01-02,1,2023-01-31 00:00:00
4716,12279,PP,50,1,Attestation Professionnelle,AP-TET-0001-c-0002-2023,Commerce,TETOUAN,2023,1,2,janvier,Espèce,TET,TETOUAN,2023-01-02,1,2023-01-31 00:00:00
4719,8428,PM,200,1,Carte de Commerce,CA-TET-0002-s-0003-2023,Service,TETOUAN,2023,1,2,janvier,Espèce,TET,TETOUAN,2023-01-02,1,2023-01-31 00:00:00
4721,9661,PM,200,1,Carte de Commerce,CA-TET-0003-s-0004-2023,Service,TETOUAN,2023,1,2,janvier,Espèce,TET,TETOUAN,2023-01-02,1,2023-01-31 00:00:00
4724,12284,PP,100,1,Carte de Commerce,CA-TET-0002-c-0005-2023,Commerce,TETOUAN,2023,1,2,janvier,Espèce,TET,TETOUAN,2023-01-02,1,2023-01-31 00:00:00
4725,12286,PP,100,1,Carte de Commerce,CA-TET-0003-c-0006-2023,Commerce,TETOUAN,2023,1,2,janvier,Espèce,TET,TETOUAN,2023-01-02,1,2023-01-31 00:00:00
6299,12277,PM,100,1,Attestation Professionnelle,AP-TNG-0001-s-0001-2023,Service,TANGER,2023,1,2,janvier,Espèce,TNG,TANGER,2023-01-02,1,2023-01-31 00:00:00
6301,193,PM,706,1,Certificat d'origine,CO-TNG-0001-s-0001-2023,Service,TANGER,2023,1,2,janvier,Espèce,TNG,TANGER,2023-01-02,1,2023-01-31 00:00:00
6302,193,PM,981,1,Certificat d'origine,CO-TNG-0002-s-0002-2023,Service,TANGER,2023,1,2,janvier,Espèce,TNG,TANGER,2023-01-02,1,2023-01-31 00:00:00
6303,193,PM,400,1,Certificat d'origine,CO-TNG-0003-s-0003-2023,Service,TANGER,2023,1,2,janvier,Espèce,TNG,TANGER,2023-01-02,1,2023-01-31 00:00:00
6304,193,PM,400,1,Certificat d'origine,CO-TNG-0004-s-0004-2023,Service,TANGER,2023,1,2,janvier,Espèce,TNG,TANGER,2023-01-02,1,2023-01-31 00:00:00
6305,193,PM,100,1,Légalisation,VI-TNG-1979-s-4603-2023,Service,TANGER,2023,1,2,janvier,Espèce,TNG,TANGER,2023-01-02,1,2023-01-31 00:00:00
6306,193,PM,100,1,Légalisation,VI-TNG-1980-s-4604-2023,Service,TANGER,2023,1,2,janvier,Espèce,TNG,TANGER,2023-01-02,1,2023-01-31 00:00:00
6724,12255,PP,100,1,Carte de Commerce,CA-TNG-0001-c-0001-2023,Commerce,TANGER,2023,1,2,janvier,Espèce,TNG,TANGER,2023-01-02,1,2023-01-31 00:00:00
6725,12281,PP,50,1,Attestation Professionnelle,AP-TNG-0001-c-0002-2023,Commerce,TANGER,2023,1,2,janvier,Espèce,TNG,TANGER,2023-01-02,1,2023-01-31 00:00:00
6726,12281,PP,100,1,Carte de Commerce,CA-TNG-0002-c-0002-2023,Commerce,TANGER,2023,1,2,janvier,Espèce,TNG,TANGER,2023-01-02,1,2023-01-31 00:00:00
6727,3936,PP,50,1,Attestation Professionnelle,AP-TNG-0002-c-0003-2023,Commerce,TANGER,2023,1,2,janvier,Espèce,TNG,TANGER,2023-01-02,1,2023-01-31 00:00:00
6728,12282,PP,50,1,Attestation Professionnelle,AP-TNG-0003-c-0004-2023,Commerce,TANGER,2023,1,2,janvier,Espèce,TNG,TANGER,2023-01-02,1,2023-01-31 00:00:00
6729,12282,PP,100,1,Carte de Commerce,CA-TNG-0003-c-0003-2023,Commerce,TANGER,2023,1,2,janvier,Espèce,TNG,TANGER,2023-01-02,1,2023-01-31 00:00:00
6730,12285,PM,100,1,Attestation Professionnelle,AP-TNG-0001-i-0005-2023,Industrie,TANGER,2023,1,2,janvier,Espèce,TNG,TANGER,2023-01-02,1,2023-01-31 00:00:00
6731,12285,PM,200,1,Carte de Commerce,CA-TNG-0001-i-0004-2023,Industrie,TANGER,2023,1,2,janvier,Espèce,TNG,TANGER,2023-01-02,1,2023-01-31 00:00:00
10976,9852,PP,100,1,Carte de Commerce,CA--0001-c-0001-2023,Commerce,LARACHE,2023,1,2,janvier,Espèce,LA,LARACHE,2023-01-02,1,2023-01-31 00:00:00
47,6153,PP,50,1,Attestation Professionnelle,AP-AHU-0010-c-0015-2023,Commerce,AL HOCEIMA,2023,1,2,janvier,Espèce,AHU,AL HOCEIMA,2023-01-02,1,2023-01-31 00:00:00
46,6153,PP,100,1,Carte de Commerce,CA-AHU-0008-c-0016-2023,Commerce,AL HOCEIMA,2023,1,2,janvier,Espèce,AHU,AL HOCEIMA,2023-01-02,1,2023-01-31 00:00:00
4723,12284,PP,50,1,Attestation Professionnelle,AP-TET-0002-c-0003-2023,Commerce,TETOUAN,2023,1,2,janvier,Espèce,TET,TETOUAN,2023-01-02,1,2023-01-31 00:00:00
44,6189,PP,50,1,Attestation Professionnelle,AP-AHU-0009-c-0014-2023,Commerce,AL HOCEIMA,2023,1,2,janvier,Espèce,AHU,AL HOCEIMA,2023-01-02,1,2023-01-31 00:00:00
2,1428,PP,50,1,Attestation Professionnelle,AP-AHU-0001-s-0001-2023,Service,AL HOCEIMA,2023,1,2,janvier,Espèce,AHU,AL HOCEIMA,2023-01-02,1,2023-01-31 00:00:00
3,1651,PP,100,1,Carte de Commerce,CA-AHU-0001-c-0002-2023,Commerce,AL HOCEIMA,2023,1,2,janvier,Espèce,AHU,AL HOCEIMA,2023-01-02,1,2023-01-31 00:00:00
4,1651,PP,50,1,Attestation Professionnelle,AP-AHU-0001-c-0002-2023,Commerce,AL HOCEIMA,2023,1,2,janvier,Espèce,AHU,AL HOCEIMA,2023-01-02,1,2023-01-31 00:00:00
8,3476,PP,100,1,Carte de Commerce,CA-AHU-0002-s-0003-2023,Service,AL HOCEIMA,2023,1,2,janvier,Espèce,AHU,AL HOCEIMA,2023-01-02,1,2023-01-31 00:00:00
45,6189,PP,100,1,Carte de Commerce,CA-AHU-0007-c-0015-2023,Commerce,AL HOCEIMA,2023,1,2,janvier,Espèce,AHU,AL HOCEIMA,2023-01-02,1,2023-01-31 00:00:00
14,3672,PP,100,1,Carte de Commerce,CA-AHU-0003-s-0004-2023,Service,AL HOCEIMA,2023,1,2,janvier,Espèce,AHU,AL HOCEIMA,2023-01-02,1,2023-01-31 00:00:00
15,3672,PP,50,1,Attestation Professionnelle,AP-AHU-0003-s-0004-2023,Service,AL HOCEIMA,2023,1,2,janvier,Espèce,AHU,AL HOCEIMA,2023-01-02,1,2023-01-31 00:00:00
16,12280,PP,100,1,Carte de Commerce,CA-AHU-0002-c-0005-2023,Commerce,AL HOCEIMA,2023,1,2,janvier,Espèce,AHU,AL HOCEIMA,2023-01-02,1,2023-01-31 00:00:00
17,12280,PP,50,1,Attestation Professionnelle,AP-AHU-0002-c-0005-2023,Commerce,AL HOCEIMA,2023,1,2,janvier,Espèce,AHU,AL HOCEIMA,2023-01-02,1,2023-01-31 00:00:00
18,2144,PP,100,1,Carte de Commerce,CA-AHU-0003-c-0006-2023,Commerce,AL HOCEIMA,2023,1,2,janvier,Espèce,AHU,AL HOCEIMA,2023-01-02,1,2023-01-31 00:00:00
19,2144,PP,50,1,Attestation Professionnelle,AP-AHU-0003-c-0006-2023,Commerce,AL HOCEIMA,2023,1,2,janvier,Espèce,AHU,AL HOCEIMA,2023-01-02,1,2023-01-31 00:00:00
21,5327,PP,100,1,Carte de Commerce,CA-AHU-0004-s-0007-2023,Service,AL HOCEIMA,2023,1,2,janvier,Espèce,AHU,AL HOCEIMA,2023-01-02,1,2023-01-31 00:00:00
22,5327,PP,100,1,Carte de Commerce,CA-AHU-0005-s-0008-2023,Service,AL HOCEIMA,2023,1,2,janvier,Espèce,AHU,AL HOCEIMA,2023-01-02,1,2023-01-31 00:00:00
9,3476,PP,50,1,Attestation Professionnelle,AP-AHU-0002-s-0003-2023,Service,AL HOCEIMA,2023,1,2,janvier,Espèce,AHU,AL HOCEIMA,2023-01-02,1,2023-01-31 00:00:00
24,5327,PP,50,1,Attestation Professionnelle,AP-AHU-0004-s-0007-2023,Service,AL HOCEIMA,2023,1,2,janvier,Espèce,AHU,AL HOCEIMA,2023-01-02,1,2023-01-31 00:00:00
23,5327,PP,100,1,Carte de Commerce,CA-AHU-0006-s-0009-2023,Service,AL HOCEIMA,2023,1,2,janvier,Espèce,AHU,AL HOCEIMA,2023-01-02,1,2023-01-31 00:00:00
42,7720,PP,50,1,Attestation Professionnelle,AP-AHU-0008-c-0013-2023,Commerce,AL HOCEIMA,2023,1,2,janvier,Espèce,AHU,AL HOCEIMA,2023-01-02,1,2023-01-31 00:00:00
41,7720,PP,100,1,Carte de Commerce,CA-AHU-0006-c-0014-2023,Commerce,AL HOCEIMA,2023,1,2,janvier,Espèce,AHU,AL HOCEIMA,2023-01-02,1,2023-01-31 00:00:00
35,2125,PP,100,1,Carte de Commerce,CA-AHU-0008-s-0013-2023,Service,AL HOCEIMA,2023,1,2,janvier,Espèce,AHU,AL HOCEIMA,2023-01-02,1,2023-01-31 00:00:00
34,2125,PP,100,1,Carte de Commerce,CA-AHU-0007-s-0012-2023,Service,AL HOCEIMA,2023,1,2,janvier,Espèce,AHU,AL HOCEIMA,2023-01-02,1,2023-01-31 00:00:00
32,11453,PP,50,1,Attestation Professionnelle,AP-AHU-0007-c-0011-2023,Commerce,AL HOCEIMA,2023,1,2,janvier,Espèce,AHU,AL HOCEIMA,2023-01-02,1,2023-01-31 00:00:00
36,2125,PP,50,1,Attestation Professionnelle,AP-AHU-0005-s-0012-2023,Service,AL HOCEIMA,2023,1,2,janvier,Espèce,AHU,AL HOCEIMA,2023-01-02,1,2023-01-31 00:00:00
30,12283,PP,100,1,Carte de Commerce,CA-AHU-0005-c-0011-2023,Commerce,AL HOCEIMA,2023,1,2,janvier,Espèce,AHU,AL HOCEIMA,2023-01-02,1,2023-01-31 00:00:00
29,3416,PP,50,1,Attestation Professionnelle,AP-AHU-0005-c-0009-2023,Commerce,AL HOCEIMA,2023,1,2,janvier,Espèce,AHU,AL HOCEIMA,2023-01-02,1,2023-01-31 00:00:00
28,3416,PP,100,1,Carte de Commerce,CA-AHU-0004-c-0010-2023,Commerce,AL HOCEIMA,2023,1,2,janvier,Espèce,AHU,AL HOCEIMA,2023-01-02,1,2023-01-31 00:00:00
27,7614,PP,50,1,Attestation Professionnelle,AP-AHU-0004-c-0008-2023,Commerce,AL HOCEIMA,2023,1,2,janvier,Espèce,AHU,AL HOCEIMA,2023-01-02,1,2023-01-31 00:00:00
31,12283,PP,50,1,Attestation Professionnelle,AP-AHU-0006-c-0010-2023,Commerce,AL HOCEIMA,2023,1,2,janvier,Espèce,AHU,AL HOCEIMA,2023-01-02,1,2023-01-31 00:00:00
4730,628,PP,100,1,Carte de Commerce,CA-TET-0005-s-0008-2023,Service,TETOUAN,2023,1,3,janvier,Espèce,TET,TETOUAN,2023-01-03,1,2023-01-31 00:00:00
6734,12288,PM,200,1,Carte de Commerce,CA-TNG-0001-s-0005-2023,Service,TANGER,2023,1,3,janvier,Espèce,TNG,TANGER,2023-01-03,1,2023-01-31 00:00:00
4731,628,PP,50,1,Attestation Professionnelle,AP-TET-0003-s-0006-2023,Service,TETOUAN,2023,1,3,janvier,Espèce,TET,TETOUAN,2023-01-03,1,2023-01-31 00:00:00
4732,11280,PP,50,1,Attestation Professionnelle,AP-TET-0003-c-0007-2023,Commerce,TETOUAN,2023,1,3,janvier,Espèce,TET,TETOUAN,2023-01-03,1,2023-01-31 00:00:00
4733,6474,PP,50,1,Attestation Professionnelle,AP-TET-0004-s-0009-2023,Service,TETOUAN,2023,1,3,janvier,Espèce,TET,TETOUAN,2023-01-03,1,2023-01-31 00:00:00
4734,6474,PP,100,1,Carte de Commerce,CA-TET-0006-s-0009-2023,Service,TETOUAN,2023,1,3,janvier,Espèce,TET,TETOUAN,2023-01-03,1,2023-01-31 00:00:00
6307,193,PM,620,1,Certificat d'origine,CO-TNG-0005-s-0009-2023,Service,TANGER,2023,1,3,janvier,Espèce,TNG,TANGER,2023-01-03,1,2023-01-31 00:00:00
6733,11851,PP,50,1,Attestation Professionnelle,AP-TNG-0004-c-0006-2023,Commerce,TANGER,2023,1,3,janvier,Espèce,TNG,TANGER,2023-01-03,1,2023-01-31 00:00:00
6735,12289,PP,100,1,Carte de Commerce,CA-TNG-0004-c-0006-2023,Commerce,TANGER,2023,1,3,janvier,Espèce,TNG,TANGER,2023-01-03,1,2023-01-31 00:00:00
6744,12292,PP,100,1,Carte de Commerce,CA-TNG-0006-c-0009-2023,Commerce,TANGER,2023,1,3,janvier,Espèce,TNG,TANGER,2023-01-03,1,2023-01-31 00:00:00
6738,12291,PP,100,1,Carte de Commerce,CA-TNG-0005-c-0008-2023,Commerce,TANGER,2023,1,3,janvier,Espèce,TNG,TANGER,2023-01-03,1,2023-01-31 00:00:00
6739,3521,PP,50,1,Attestation Professionnelle,AP-TNG-0006-c-0008-2023,Commerce,TANGER,2023,1,3,janvier,Espèce,TNG,TANGER,2023-01-03,1,2023-01-31 00:00:00
6740,11655,PP,50,1,Attestation Professionnelle,AP-TNG-0007-c-0009-2023,Commerce,TANGER,2023,1,3,janvier,Espèce,TNG,TANGER,2023-01-03,1,2023-01-31 00:00:00
6743,12292,PP,50,1,Attestation Professionnelle,AP-TNG-0008-c-0010-2023,Commerce,TANGER,2023,1,3,janvier,Espèce,TNG,TANGER,2023-01-03,1,2023-01-31 00:00:00
6745,12293,PM,200,1,Carte de Commerce,CA-TNG-0007-c-0010-2023,Commerce,TANGER,2023,1,3,janvier,Espèce,TNG,TANGER,2023-01-03,1,2023-01-31 00:00:00
6746,12295,PM,200,1,Carte de Commerce,CA-TNG-0002-i-0012-2023,Industrie,TANGER,2023,1,3,janvier,Espèce,TNG,TANGER,2023-01-03,1,2023-01-31 00:00:00
6747,12295,PM,100,1,Attestation Professionnelle,AP-TNG-0002-i-0011-2023,Industrie,TANGER,2023,1,3,janvier,Espèce,TNG,TANGER,2023-01-03,1,2023-01-31 00:00:00
4729,12287,PP,100,1,Carte de Commerce,CA-TET-0004-s-0007-2023,Service,TETOUAN,2023,1,3,janvier,Espèce,TET,TETOUAN,2023-01-03,1,2023-01-31 00:00:00
6737,12291,PP,50,1,Attestation Professionnelle,AP-TNG-0005-c-0007-2023,Commerce,TANGER,2023,1,3,janvier,Espèce,TNG,TANGER,2023-01-03,1,2023-01-31 00:00:00
4728,12287,PP,50,1,Attestation Professionnelle,AP-TET-0002-s-0005-2023,Service,TETOUAN,2023,1,3,janvier,Espèce,TET,TETOUAN,2023-01-03,1,2023-01-31 00:00:00
6736,12290,PP,100,1,Carte de Commerce,CA-TNG-0002-s-0007-2023,Service,TANGER,2023,1,3,janvier,Espèce,TNG,TANGER,2023-01-03,1,2023-01-31 00:00:00
4726,12139,PP,50,1,Attestation Professionnelle,AP-TET-0001--0004-2023,Commerce,TETOUAN,2023,1,3,janvier,Espèce,TET,TETOUAN,2023-01-03,1,2023-01-31 00:00:00
33,11453,PP,50,1,Attestation Professionnelle,AP-AHU-0014-c-0021-2023,Commerce,AL HOCEIMA,2023,1,3,janvier,Espèce,AHU,AL HOCEIMA,2023-01-03,1,2023-01-31 00:00:00
55,2282,PP,50,1,Attestation Professionnelle,AP-AHU-0006-s-0017-2023,Service,AL HOCEIMA,2023,1,3,janvier,Espèce,AHU,AL HOCEIMA,2023-01-03,1,2023-01-31 00:00:00
56,1449,PP,100,1,Carte de Commerce,CA-AHU-0001-i-0017-2023,Industrie,AL HOCEIMA,2023,1,3,janvier,Espèce,AHU,AL HOCEIMA,2023-01-03,1,2023-01-31 00:00:00
57,1449,PP,50,1,Attestation Professionnelle,AP-AHU-0001-i-0018-2023,Industrie,AL HOCEIMA,2023,1,3,janvier,Espèce,AHU,AL HOCEIMA,2023-01-03,1,2023-01-31 00:00:00
60,1484,PP,100,1,Carte de Commerce,CA-AHU-0009-c-0018-2023,Commerce,AL HOCEIMA,2023,1,3,janvier,Espèce,AHU,AL HOCEIMA,2023-01-03,1,2023-01-31 00:00:00
63,1458,PP,50,1,Attestation Professionnelle,AP-AHU-0013-c-0020-2023,Commerce,AL HOCEIMA,2023,1,3,janvier,Espèce,AHU,AL HOCEIMA,2023-01-03,1,2023-01-31 00:00:00
66,3782,PP,100,1,Carte de Commerce,CA-AHU-0010-c-0019-2023,Commerce,AL HOCEIMA,2023,1,3,janvier,Espèce,AHU,AL HOCEIMA,2023-01-03,1,2023-01-31 00:00:00
67,3782,PP,50,1,Attestation Professionnelle,AP-AHU-0015-c-0022-2023,Commerce,AL HOCEIMA,2023,1,3,janvier,Espèce,AHU,AL HOCEIMA,2023-01-03,1,2023-01-31 00:00:00
4727,12139,PP,50,1,Attestation Professionnelle,AP-TET-0004-c-0008-2023,Commerce,TETOUAN,2023,1,3,janvier,Espèce,TET,TETOUAN,2023-01-03,1,2023-01-31 00:00:00
59,1484,PP,50,1,Attestation Professionnelle,AP-AHU-0012-c-0019-2023,Commerce,AL HOCEIMA,2023,1,3,janvier,Espèce,AHU,AL HOCEIMA,2023-01-03,1,2023-01-31 00:00:00
72,4641,PP,100,1,Carte de Commerce,CA-AHU-0011-c-0020-2023,Commerce,AL HOCEIMA,2023,1,3,janvier,Espèce,AHU,AL HOCEIMA,2023-01-03,1,2023-01-31 00:00:00
73,4641,PP,50,1,Attestation Professionnelle,AP-AHU-0017-c-0024-2023,Commerce,AL HOCEIMA,2023,1,3,janvier,Espèce,AHU,AL HOCEIMA,2023-01-03,1,2023-01-31 00:00:00
74,7810,PP,100,1,Carte de Commerce,CA-AHU-0012-c-0021-2023,Commerce,AL HOCEIMA,2023,1,3,janvier,Espèce,AHU,AL HOCEIMA,2023-01-03,1,2023-01-31 00:00:00
75,7810,PP,50,1,Attestation Professionnelle,AP-AHU-0018-c-0025-2023,Commerce,AL HOCEIMA,2023,1,3,janvier,Espèce,AHU,AL HOCEIMA,2023-01-03,1,2023-01-31 00:00:00
76,4615,PP,100,1,Carte de Commerce,CA-AHU-0013-c-0022-2023,Commerce,AL HOCEIMA,2023,1,3,janvier,Espèce,AHU,AL HOCEIMA,2023-01-03,1,2023-01-31 00:00:00
77,4615,PP,50,1,Attestation Professionnelle,AP-AHU-0019-c-0026-2023,Commerce,AL HOCEIMA,2023,1,3,janvier,Espèce,AHU,AL HOCEIMA,2023-01-03,1,2023-01-31 00:00:00
79,12296,PP,100,1,Carte de Commerce,CA-AHU-0014-c-0023-2023,Commerce,AL HOCEIMA,2023,1,3,janvier,Espèce,AHU,AL HOCEIMA,2023-01-03,1,2023-01-31 00:00:00
80,12296,PP,50,1,Attestation Professionnelle,AP-AHU-0020-c-0027-2023,Commerce,AL HOCEIMA,2023,1,3,janvier,Espèce,AHU,AL HOCEIMA,2023-01-03,1,2023-01-31 00:00:00
69,11802,PP,50,1,Attestation Professionnelle,AP-AHU-0016-c-0023-2023,Commerce,AL HOCEIMA,2023,1,3,janvier,Espèce,AHU,AL HOCEIMA,2023-01-03,1,2023-01-31 00:00:00
4742,6086,PM,100,1,Attestation Professionnelle,AP-TET-0002--0011-2023,Service,TETOUAN,2023,1,4,janvier,Espèce,TET,TETOUAN,2023-01-04,1,2023-01-31 00:00:00
4743,6086,PM,100,1,Attestation Professionnelle,AP-TET-0005-s-0012-2023,Service,TETOUAN,2023,1,4,janvier,Espèce,TET,TETOUAN,2023-01-04,1,2023-01-31 00:00:00
4745,11365,PP,50,1,Attestation Professionnelle,AP-TET-0006-c-0013-2023,Commerce,TETOUAN,2023,1,4,janvier,Espèce,TET,TETOUAN,2023-01-04,1,2023-01-31 00:00:00
4750,9404,PP,50,1,Attestation Professionnelle,AP-TET-0001-i-0014-2023,Industrie,TETOUAN,2023,1,4,janvier,Espèce,TET,TETOUAN,2023-01-04,1,2023-01-31 00:00:00
6752,12297,PM,200,1,Carte de Commerce,CA-TNG-0009-c-0013-2023,Commerce,TANGER,2023,1,4,janvier,Espèce,TNG,TANGER,2023-01-04,1,2023-01-31 00:00:00
6300,12277,PM,200,1,Carte de Commerce,CA-TNG-0003-s-0014-2023,Service,TANGER,2023,1,4,janvier,Espèce,TNG,TANGER,2023-01-04,1,2023-01-31 00:00:00
6308,193,PM,923,1,Certificat d'origine,CO-TNG-0006-s-0010-2023,Service,TANGER,2023,1,4,janvier,Espèce,TNG,TANGER,2023-01-04,1,2023-01-31 00:00:00
6749,523,PM,100,1,Attestation Professionnelle,AP-TNG-0003-i-0012-2023,Industrie,TANGER,2023,1,4,janvier,Espèce,TNG,TANGER,2023-01-04,1,2023-01-31 00:00:00
4741,6086,PM,200,1,Carte de Commerce,CA-TET-0007-s-0011-2023,Service,TETOUAN,2023,1,4,janvier,Espèce,TET,TETOUAN,2023-01-04,1,2023-01-31 00:00:00
4751,9404,PP,100,1,Carte de Commerce,CA-TET-0001-i-0012-2023,Industrie,TETOUAN,2023,1,4,janvier,Espèce,TET,TETOUAN,2023-01-04,1,2023-01-31 00:00:00
4739,6583,PP,100,1,Carte de Commerce,CA-TET-0004-c-0010-2023,Commerce,TETOUAN,2023,1,4,janvier,Espèce,TET,TETOUAN,2023-01-04,1,2023-01-31 00:00:00
4740,6583,PP,50,1,Attestation Professionnelle,AP-TET-0005-c-0010-2023,Commerce,TETOUAN,2023,1,4,janvier,Espèce,TET,TETOUAN,2023-01-04,1,2023-01-31 00:00:00
93,5978,PP,100,1,Carte de Commerce,CA-AHU-0019-c-0029-2023,Commerce,AL HOCEIMA,2023,1,4,janvier,Espèce,AHU,AL HOCEIMA,2023-01-04,1,2023-01-31 00:00:00
94,5978,PP,50,1,Attestation Professionnelle,AP-AHU-0025-c-0033-2023,Commerce,AL HOCEIMA,2023,1,4,janvier,Espèce,AHU,AL HOCEIMA,2023-01-04,1,2023-01-31 00:00:00
83,12298,PP,100,1,Carte de Commerce,CA-AHU-0015-c-0024-2023,Commerce,AL HOCEIMA,2023,1,4,janvier,Espèce,AHU,AL HOCEIMA,2023-01-04,1,2023-01-31 00:00:00
85,4231,PM,200,1,Carte de Commerce,CA-AHU-0009-s-0025-2023,Service,AL HOCEIMA,2023,1,4,janvier,Espèce,AHU,AL HOCEIMA,2023-01-04,1,2023-01-31 00:00:00
86,4231,PM,100,1,Attestation Professionnelle,AP-AHU-0007-s-0029-2023,Service,AL HOCEIMA,2023,1,4,janvier,Espèce,AHU,AL HOCEIMA,2023-01-04,1,2023-01-31 00:00:00
87,4458,PP,50,1,Attestation Professionnelle,AP-AHU-0022-c-0030-2023,Commerce,AL HOCEIMA,2023,1,4,janvier,Espèce,AHU,AL HOCEIMA,2023-01-04,1,2023-01-31 00:00:00
84,12298,PP,50,1,Attestation Professionnelle,AP-AHU-0021-c-0028-2023,Commerce,AL HOCEIMA,2023,1,4,janvier,Espèce,AHU,AL HOCEIMA,2023-01-04,1,2023-01-31 00:00:00
89,879,PP,100,1,Carte de Commerce,CA-AHU-0017-c-0027-2023,Commerce,AL HOCEIMA,2023,1,4,janvier,Espèce,AHU,AL HOCEIMA,2023-01-04,1,2023-01-31 00:00:00
90,879,PP,50,1,Attestation Professionnelle,AP-AHU-0023-c-0031-2023,Commerce,AL HOCEIMA,2023,1,4,janvier,Espèce,AHU,AL HOCEIMA,2023-01-04,1,2023-01-31 00:00:00
91,4683,PP,100,1,Carte de Commerce,CA-AHU-0018-c-0028-2023,Commerce,AL HOCEIMA,2023,1,4,janvier,Espèce,AHU,AL HOCEIMA,2023-01-04,1,2023-01-31 00:00:00
92,4683,PP,50,1,Attestation Professionnelle,AP-AHU-0024-c-0032-2023,Commerce,AL HOCEIMA,2023,1,4,janvier,Espèce,AHU,AL HOCEIMA,2023-01-04,1,2023-01-31 00:00:00
88,4458,PP,100,1,Carte de Commerce,CA-AHU-0016-c-0026-2023,Commerce,AL HOCEIMA,2023,1,4,janvier,Espèce,AHU,AL HOCEIMA,2023-01-04,1,2023-01-31 00:00:00
4767,7266,PP,100,1,Carte de Commerce,CA-TET-0007-c-0018-2023,Commerce,TETOUAN,2023,1,5,janvier,Espèce,TET,TETOUAN,2023-01-05,1,2023-01-31 00:00:00
4760,12307,PM,100,1,Attestation Professionnelle,AP-TET-0008-s-0017-2023,Service,TETOUAN,2023,1,5,janvier,Espèce,TET,TETOUAN,2023-01-05,1,2023-01-31 00:00:00
4761,12307,PM,200,1,Carte de Commerce,CA-TET-0010-s-0015-2023,Service,TETOUAN,2023,1,5,janvier,Espèce,TET,TETOUAN,2023-01-05,1,2023-01-31 00:00:00
4762,7162,PM,100,1,Attestation Professionnelle,AP-TET-0007-c-0018-2023,Commerce,TETOUAN,2023,1,5,janvier,Espèce,TET,TETOUAN,2023-01-05,1,2023-01-31 00:00:00
4763,7162,PM,200,1,Carte de Commerce,CA-TET-0005-c-0016-2023,Commerce,TETOUAN,2023,1,5,janvier,Espèce,TET,TETOUAN,2023-01-05,1,2023-01-31 00:00:00
4764,6373,PP,50,1,Attestation Professionnelle,AP-TET-0008-c-0019-2023,Commerce,TETOUAN,2023,1,5,janvier,Espèce,TET,TETOUAN,2023-01-05,1,2023-01-31 00:00:00
4758,12305,PP,100,1,Carte de Commerce,CA-TET-0009-s-0014-2023,Service,TETOUAN,2023,1,5,janvier,Espèce,TET,TETOUAN,2023-01-05,1,2023-01-31 00:00:00
4765,6373,PP,100,1,Carte de Commerce,CA-TET-0006-c-0017-2023,Commerce,TETOUAN,2023,1,5,janvier,Espèce,TET,TETOUAN,2023-01-05,1,2023-01-31 00:00:00
4766,7266,PP,50,1,Attestation Professionnelle,AP-TET-0009-c-0020-2023,Commerce,TETOUAN,2023,1,5,janvier,Espèce,TET,TETOUAN,2023-01-05,1,2023-01-31 00:00:00
6754,10751,PP,50,1,Attestation Professionnelle,AP-TNG-0009-c-0013-2023,Commerce,TANGER,2023,1,5,janvier,Espèce,TNG,TANGER,2023-01-05,1,2023-01-31 00:00:00
10983,12312,PP,100,1,Carte de Commerce,CA--0003-c-0004-2023,Commerce,LARACHE,2023,1,5,janvier,Espèce,LA,LARACHE,2023-01-05,1,2023-01-31 00:00:00
6756,12301,PM,200,1,Carte de Commerce,CA-TNG-0005-s-0016-2023,Service,TANGER,2023,1,5,janvier,Espèce,TNG,TANGER,2023-01-05,1,2023-01-31 00:00:00
6757,4536,PP,100,1,Carte de Commerce,CA-TNG-0010-c-0017-2023,Commerce,TANGER,2023,1,5,janvier,Espèce,TNG,TANGER,2023-01-05,1,2023-01-31 00:00:00
9331,10282,PP,50,3,Attestation Professionnelle,AP-TNG-0002-s-0014-2023,Service,TANGER,2023,1,5,janvier,TPE,TNG,TANGER,2023-01-05,1,2023-01-31 00:00:00
